38469,37702,36557,35485,35398,35354,35470,35890,35557,35702,35861,36282,36977,38846,45613,98383,157283,161789,138157,110801,87965,73041,69057,90313,134476,167657,181842,190594,189986,181929,185291,198868,207199,201983,207199,216921,225572,233555,234193,233975,231034,221442,210024,200316,185465,179814,178727,176250,174221,171497,188855,199259,199041,194260,186638,176800,167744,161688,160195,160239,160659,156761,150705,146054
41773,41628,40179,38238,36977,36137,35992,35992,35818,35948,35934,36354,36861,37629,45758,132303,196462,211879,215385,214777,210517,209575,210053,205359,203533,201403,186740,152646,137200,148053,183465,152009,143619,150864,130767,134201,162238,177003,221529,228469,230368,229759,226209,209184,191710,187001,184190,181277,179046,177771,187261,197303,200447,201331,200780,197853,191014,179495,170280,161528,153733,149488,147589,143054
41730,41990,41078,40397,39426,38687,38223,37788,37861,37455,37615,37528,38238,38991,56799,150038,188870,197143,202751,206532,209908,214183,220834,226557,229049,215762,197665,180495,173670,205214,192970,144141,154747,162427,161485,146677,125826,117451,130057,169338,211560,222775,226311,221587,206706,196810,196520,195941,198694,198998,203693,206996,205301,204171,203794,196854,182016,165339,154168,144184,136519,136244,141069,139403
41961,42860,40614,41136,40991,40730,39976,39701,39701,40092,40585,41367,41889,42193,65579,161137,196477,201099,203113,203446,200693,192333,150444,133955,152704,172917,185334,178713,159761,193506,184987,142967,169744,165817,165643,154124,131071,133404,112206,102339,140606,207503,217762,219240,219327,222094,226368,226687,224499,216820,210604,204388,194782,188218,183610,173308,158413,149763,142330,137621,132810,132231,131086,133868
46772,44178,40657,42947,43381,43019,42367,41034,40194,40426,41715,44193,44627,44888,53886,107352,137200,144416,156631,173975,169744,145329,112322,98528,128999,131984,143257,149212,111264,128565,115539,101412,112539,113713,125247,122668,106642,109873,99818,95514,100542,140548,190116,195520,198925,203664,206967,205388,199244,184393,171454,161673,146677,133984,120581,108395,111424,130622,132202,131984,132129,135998,138128,139012
53625,45511,41759,43613,44772,44816,44251,42121,40005,39774,43396,51684,58204,57596,55639,57509,56306,55668,61638,78026,87748,92153,82416,89733,87328,92182,97630,95456,80822,89342,85125,71563,76374,73621,77098,77823,87212,91211,91341,89791,93138,86082,141982,190072,188508,179799,164991,145126,122160,98296,80460,66796,59783,56219,54886,56320,75099,120219,130477,132231,132665,135114,139461,144706
56378,47149,42251,44367,45424,45656,45048,42483,40310,40585,45091,61899,77417,81981,82561,79837,75664,71187,71505,74766,75635,72722,78823,72085,65347,54205,54582,55350,53278,53379,55408,52394,56915,56668,60740,70955,80112,85430,83097,82909,85662,85676,97166,153284,134245,100499,73577,57538,49829,50771,54451,59610,65478,72578,87560,97485,111540,131086,135853,134520,133578,134100,136085,144778
55987,45584,42889,45772,46584,46931,46482,43381,41295,41020,46439,65029,84618,91341,95804,97108,99021,93718,90226,84749,83705,77765,75591,63725,53698,48366,43483,43193,41411,43135,43874,45207,47337,50365,55828,63406,68984,67202,71665,70955,69622,75809,84488,92138,59711,44410,43077,42874,49597,75389,92428,101078,105527,109902,116147,120031,122755,125508,128695,131564,134230,139359,145865,156399
64116,52886,47120,47062,47438,48004,47323,44454,41701,41744,48221,68129,88501,96587,99702,101296,95398,90660,79590,84126,82401,79967,68868,62725,51307,43208,39860,39875,39469,40860,40947,42613,45222,47540,50220,52263,54118,62667,67637,63087,68448,67811,74287,74229,66173,44454,44627,43150,52017,86908,105164,108932,112902,115133,115785,116901,117959,118712,118480,120436,127956,138186,148024,157761
80764,70375,56219,49105,48670,48699,48337,45395,42671,42584,49728,71868,93906,100774,103657,87284,83677,77055,71013,73288,72317,69288,60030,50467,43410,40788,39208,39078,39397,39643,40686,44149,47525,51466,51843,50047,54596,59711,60725,60986,65376,70694,61232,54422,56813,50452,44729,44917,53770,88081,104527,108990,111989,113105,115379,116814,117886,116365,118379,119813,126652,141200,153472,157920
